,manga_name,manga_link,volumes,chapters,status,genres,authors,serialization,members,favorite,score,rank,popularity,published 
1399,Innocence: After the Long Goodbye,https://myanimelist.net/manga/10820/Innocence__After_the_Long_Goodbye,2,Unknown,Finished,"Historical, Romance, Slice of Life","Mori, Kaoru (Art), Kumi, Saori (Story)",    None,434,20,7.781,17992,14443,"Mar  22, 2005 to Oct  29, 2005"
1400,Emma,https://myanimelist.net/manga/10156/Emma,16,71,Finished,"Drama, Romance, Josei","Makimura, Satoru (Story & Art)",Young You,"2,264",32,7.781,18002,4392,"Jan  8, 1993 to Nov  8, 1999"
1401,Oishii Kankei,https://myanimelist.net/manga/10517/Oishii_Kankei,4,40,Finished,"Comedy, Shoujo","Ono, Eriko (Story & Art)",Ciao,400,29,7.781,18012,15040,1991
1402,Miiko desu!,https://myanimelist.net/manga/12135/Miiko_desu,21,185,Finished,"Action, Adventure, Ecchi, Fantasy, Shounen","Yamada, Yoshinobu (Story & Art)",Shounen Magazine (Weekly),"50,429","1,955",7.781,18022,118,"Nov  26, 2008 to Jan  23, 2013"
1403,Eden no Ori,https://myanimelist.net/manga/12586/Eden_no_Ori,16,Unknown,Finished,"Comedy, Drama, School, Shoujo","Hwang, Mi Ri (Story & Art)",    None,"2,139",18,7.781,18032,4636,"Jul  11, 2008 to Sep  27, 2008"
1404,World Bring It On!,https://myanimelist.net/manga/13071/World_Bring_It_On,6,48,Finished,"Mystery, Shounen","Kibayashi, Shin (Story), Kanari, Youzaburou (Story), Satou, Fumiya (Art)",    None,454,3,7.781,18042,14116,"Jun  25, 1997 to Aug  2, 2000"
1405,Kindaichi Shounen no Jikenbo - Short File Series,https://myanimelist.net/manga/17111/Kindaichi_Shounen_no_Jikenbo_-_Short_File_Series,1,12,Finished,"Romance, School, Harem",honeybee (Story),    None,285,0,7.781,18052,17629,"Apr  24, 2010"
1406,Starry☆Sky: In Winter - Comic Anthology,https://myanimelist.net/manga/19436/Starry☆Sky__In_Winter_-_Comic_Anthology,1,6,Finished,"Comedy, Drama, Romance, School, Shoujo, Gender Bender","Furumiya, Kazuko (Art), Morie, Satoshi (Story & Art), Miyuki, Mitsubachi (Story & Art), Igari, Soyoko (Story & Art), Fujitani, Touko (Story), Eiri, Kaname (Story & Art), Okabe, Asagi (Story & Art)",    None,884,10,7.781,18062,9446,"Aug  5, 2009"
1407,Hanazakari no Kimitachi e: Tribute,https://myanimelist.net/manga/22099/Hanazakari_no_Kimitachi_e__Tribute,Unknown,2,Finished,Shoujo,CLAMP (Story & Art),    None,"1,866",32,7.781,18072,5254,"Jul  28, 1998 to Apr  26, 2000"
1408,Cardcaptor Sakura Extras,https://myanimelist.net/manga/25902/Cardcaptor_Sakura_Extras,Unknown,Unknown,Publishing,"Comedy, Romance, School","Miyahara, Ruri (Story & Art)",Manga Time Special,"2,942",73,7.781,18082,3452,"Oct  2, 2006 to ?"
1409,Love Lab,https://myanimelist.net/manga/28174/Love_Lab,Unknown,Unknown,Publishing,"Comedy, School","Tanigawa, Nico (Story & Art)",Gangan Online,"36,719","2,561",7.781,18092,180,"Aug  4, 2011 to ?"
1410,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,https://myanimelist.net/manga/28533/Watashi_ga_Motenai_no_wa_Dou_Kangaetemo_Omaera_ga_Warui,2,91,Finished,"Action, Comedy, School, Seinen",Gangnengyi (Story & Art),Naver Webtoon,"6,091",116,7.781,18102,1629,"Apr  5, 2010 to Aug  21, 2012"
1411,Transfer Student Storm Bringer,https://myanimelist.net/manga/30457/Transfer_Student_Storm_Bringer,1,8,Finished,"Action, Comedy, Magic, Shounen","Kamachi, Kazuma (Story), Haimura, Kiyotaka (Art)",    None,"1,349",2,7.781,18112,6943,"Jan  29, 2010 to Aug  27, 2010"
1412,Toaru Majutsu no Index SS: Norse Mythology,https://myanimelist.net/manga/30891/Toaru_Majutsu_no_Index_SS__Norse_Mythology,Unknown,Unknown,Publishing,"Demons, Drama, Fantasy, Magic, Romance, Shoujo, Supernatural","Kim, Young Hee (Story & Art)",    None,268,1,7.781,18122,18117,2010 to ?
1413,Masca: The Kings,https://myanimelist.net/manga/34027/Masca__The_Kings,1,7,Finished,"Romance, School, Shounen Ai","Hayakawa, Nojiko (Story & Art)",Cab,"6,479",71,7.781,18132,1516,"Dec  22, 2011 to Aug  26, 2013"
1414,Kurayami ni Strobe,https://myanimelist.net/manga/35211/Kurayami_ni_Strobe,7,42,Finished,"Action, Drama, Mecha, Sci-Fi, Military","Carnelian (Art), Yoshimune, Kouki (Story), Uchida, Hiroki (Story)",Tech Gian,564,7,7.781,18142,12492,"Nov  20, 2010 to Mar  20, 2014"
1415,Schwarzesmarken,https://myanimelist.net/manga/37335/Schwarzesmarken,2,Unknown,Finished,"Adventure, Shounen","Kishimoto, Masashi (Story & Art), Higashiyama, Akira (Story)",    None,"1,699",50,7.781,18152,5723,"Aug  4, 2010 to Aug  4, 2015"
1416,Naruto Ninden Series,https://myanimelist.net/manga/40225/Naruto_Ninden_Series,Unknown,171,Finished,"Comedy, Romance, School, Slice of Life",Wanan (Story & Art),Naver Webtoon,939,18,7.781,18162,9041,"Mar  3, 2008 to Sep  22, 2011"
1417,Welcome to Room #305!,https://myanimelist.net/manga/42691/Welcome_to_Room_305,4,29,Finished,"Mystery, Drama, Historical, Romance, School, Shounen","Sakuraba, Kazuki (Story), Takeda, Hinata (Art)",Dragon Magazine,512,3,7.781,18172,13204,"Nov  20, 2003 to Mar  12, 2011"
1418,GosickS,https://myanimelist.net/manga/44269/GosickS,1,6,Finished,Supernatural,"Suzuki, Shingo (Art), Furuhashi, Hideyuki (Story)",    None,"1,666",11,7.781,18182,5819,"Oct  19, 2012"
1419,K Side:Blue,https://myanimelist.net/manga/47028/K_Side_Blue,Unknown,Unknown,Publishing,"Action, Comedy, Fantasy, Mecha, Romance, School, Gender Bender","Kasuga, Ayumu (Art), Mizusawa, Yume (Story)",    None,"1,058",15,7.781,18192,8331,"Jun  19, 2012 to ?"
1420,"Ore, Twintail ni Narimasu.",https://myanimelist.net/manga/56321/Ore_Twintail_ni_Narimasu,13,76,Finished,"Action, Comedy, Ecchi, Fantasy, Romance, School, Sci-Fi, Harem","Hisasi (Art), Kurogin (Art), Kuji, Masamune (Story)",    None,"2,399",59,7.781,18202,4160,"Feb  1, 2014 to Jul  1, 2018"
1421,Masou Gakuen HxH,https://myanimelist.net/manga/67329/Masou_Gakuen_HxH,1,7,Finished,"Action, Mystery, Drama, Romance, Sci-Fi, Psychological","Kamiyama, Kenji (Story)",    None,517,4,7.781,18212,13146,"Apr  6, 2009 to Sep  5, 2009"
1422,Shousetsu Higashi no Eden,https://myanimelist.net/manga/67765/Shousetsu_Higashi_no_Eden,Unknown,Unknown,Publishing,"Drama, Sports, Slice of Life, Seinen",Cuvie (Story & Art),Champion RED,"1,009",21,7.781,18222,8598,"Jul  19, 2013 to ?"
1423,Kenrantaru Grande Scène,https://myanimelist.net/manga/69841/Kenrantaru_Grande_Scène,Unknown,Unknown,Publishing,"Action, Adventure, Comedy, Fantasy, Game","Yamaada (Art), Shiina, Howahowa (Story)",    None,667,17,7.781,18232,11345,"Jan  24, 2014 to ?"
1424,Toaru Ossan no VRMMO Katsudouki,https://myanimelist.net/manga/75121/Toaru_Ossan_no_VRMMO_Katsudouki,Unknown,Unknown,Publishing,"Action, Shoujo, Shounen Ai, Supernatural","Lee, Sun-Young (Story & Art)",Party,"1,582",25,7.781,18242,6074,"May  2, 2014 to ?"
1425,Vampire Library,https://myanimelist.net/manga/77067/Vampire_Library,23,241,Finished,"Action, Drama, Sports, Seinen","Matsubara, Toshimitsu (Story & Art)",Young Jump,"9,765",165,7.771,18732,955,"Apr  17, 2014 to May  23, 2019"
1426,Rikudou,https://myanimelist.net/manga/78477/Rikudou,Unknown,Unknown,Publishing,"Action, Horror, Sci-Fi","Higashiyama, Akira (Story)",    None,519,19,7.781,18262,13119,"Aug  20, 2014 to ?"
1427,Terra Formars: Lost Mission,https://myanimelist.net/manga/79059/Terra_Formars__Lost_Mission,12,75,Finished,"Fantasy, Romance, Shoujo","Oto, Hisamu (Story & Art)",Hana to Yume,"4,382",41,7.781,18272,2335,"Dec  5, 2013 to Apr  5, 2018"
1428,Kuro Hakushaku wa Hoshi wo Mederu,https://myanimelist.net/manga/80483/Kuro_Hakushaku_wa_Hoshi_wo_Mederu,Unknown,Unknown,Publishing,"Comedy, Fantasy, School, Seinen",Petosu (Story & Art),Young Magazine the 3rd,"12,980",157,7.781,18282,677,"Sep  5, 2014 to ?"
1429,Demi-chan wa Kataritai,https://myanimelist.net/manga/82745/Demi-chan_wa_Kataritai,Unknown,Unknown,Publishing,"Action, Fantasy, Game, Sci-Fi, Military","Sigsawa, Keiichi (Story), Kuroboshi, Kouhaku (Art)",    None,"2,266",70,7.781,18292,4389,"Dec  10, 2014 to ?"
1430,Sword Art Online Alternative: Gun Gale Online,https://myanimelist.net/manga/82795/Sword_Art_Online_Alternative__Gun_Gale_Online,10,63,Finished,"Comedy, Romance, School, Shoujo","Ike, Junko (Story & Art)",LaLa,"8,520",135,7.781,18302,1118,"Jan  24, 2014 to Dec  22, 2018"
1431,Mizutama Honey Boy,https://myanimelist.net/manga/84339/Mizutama_Honey_Boy,4,21,Finished,"Mystery, Fantasy, Josei","Aikawa, Yu (Art), Atori, Haruno (Story)",Comic ZERO-SUM,"2,629",76,7.781,18312,3875,"Aug  28, 2014 to May  28, 2016"
1432,Sennen Meikyuu no Nana Ouji,https://myanimelist.net/manga/89975/Sennen_Meikyuu_no_Nana_Ouji,Unknown,Unknown,Publishing,"Comedy, Romance, Shoujo","Fuji, Momo (Story & Art)",Dessert,"2,917",45,7.781,18322,3493,"Jul  24, 2015 to ?"
1433,Koiwazurai no Ellie,https://myanimelist.net/manga/92472/Koiwazurai_no_Ellie,Unknown,Unknown,Publishing,"Comedy, School, Supernatural","Tanaka, Mai (Story & Art)",GFantasy,715,15,7.781,18332,10871,"Nov  18, 2014 to ?"
1434,Youkai Gakkou no Sensei Hajimemashita!,https://myanimelist.net/manga/93416/Youkai_Gakkou_no_Sensei_Hajimemashita,10,Unknown,Finished,"Action, Fantasy, Military","Yanai, Takumi (Story), Kurojishi (Art), Izuka, Daisuke (Art)",    None,361,4,7.781,18342,15816,"Sep  25, 2012 to Jun  25, 2015"
1435,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri Gaiden",https://myanimelist.net/manga/95148/Gate__Jieitai_Kanochi_nite_Kaku_Tatakaeri_Gaiden,1,6,Finished,"Action, Martial Arts, Super Power","Hinata, Shou (Story)",    None,642,4,7.781,18352,11602,"Aug  4, 2016"
1436,Naruto: Konoha Shinden - Yukemuri Ninpouchou,https://myanimelist.net/manga/98462/Naruto__Konoha_Shinden_-_Yukemuri_Ninpouchou,Unknown,Unknown,Publishing,Fantasy,"Katou, Itsuwa (Art), Hiru Kuma (Story)",    None,"1,538",21,7.781,18362,6250,"Aug  1, 2016 to ?"
1437,Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou,https://myanimelist.net/manga/99627/Jidou_Hanbaiki_ni_Umarekawatta_Ore_wa_Meikyuu_wo_Samayou,5,29,Finished,Drama,"Nilitsu (Art), Sudou, Ren (Story)",    None,249,0,7.781,18382,18660,"Mar  10, 2017 to Jan  10, 2019"
1438,Tobakushi wa Inoranai,https://myanimelist.net/manga/104278/Tobakushi_wa_Inoranai,Unknown,Unknown,Publishing,"Game, School","Mikawa, Ghost (Story), Necometal (Art)",    None,432,11,7.751,19742,14492,"Apr  25, 2017 to ?"
1439,Jishou F-Rank no Oniisama ga Game de Hyouka sareru Gakuen no Chouten ni Kunrin suru Sou desu yo?,https://myanimelist.net/manga/106098/Jishou_F-Rank_no_Oniisama_ga_Game_de_Hyouka_sareru_Gakuen_no_Chouten_ni_Kunrin_suru_Sou_desu_yo,Unknown,Unknown,Publishing,"Ecchi, Thriller","Yuunagi (Art), Warui Otoko (Story)",    None,298,1,7.781,18392,17327,"Jul  22, 2017 to ?"
1440,Ore no Genjitsu wa Renai Game?? ka to Omottara Inochigake no Game datta,https://myanimelist.net/manga/108266/Ore_no_Genjitsu_wa_Renai_Game_ka_to_Omottara_Inochigake_no_Game_datta,Unknown,Unknown,Publishing,Thriller,"Sanada, Makoto (Story), Nazuka, Kudan (Art)",Gene pixiv,622,8,7.781,18402,11803,"Mar  3, 2017 to ?"
1441,Satsuriku no Tenshi: Episode.0,https://myanimelist.net/manga/108609/Satsuriku_no_Tenshi__Episode0,Unknown,Unknown,Publishing,"Action, Fantasy","Hishikage, Dairi (Story), Morino, Hiro (Art)",    None,138,5,7.791,17812,23530,"May  24, 2013 to ?"
1442,Kuro no Maou,https://myanimelist.net/manga/115919/Kuro_no_Maou,43,422,Finished,"Action, Drama, Historical, Sci-Fi, Military, Seinen","Kawaguchi, Kaiji (Story & Art)",Morning,"1,712",43,7.771,18432,5674,"Jul  27, 2000 to Nov  5, 2009"
1443,Zipang,https://myanimelist.net/manga/191/Zipang,Unknown,Unknown,Publishing,"Comedy, Drama, Sci-Fi, Shounen","Yoshizaki, Mine (Story & Art)",Shounen Ace,"5,554",556,7.771,18442,1822,"Nov  29, 1999 to ?"
1444,Keroro Gunsou,https://myanimelist.net/manga/390/Keroro_Gunsou,22,260,Finished,"Action, Martial Arts","Hara, Tetsuo (Art), Buronson (Story)",Comic Bunch,"3,328",59,7.771,18452,3048,"May 2001 to Aug  27, 2010"
1445,Souten no Ken,https://myanimelist.net/manga/1148/Souten_no_Ken,5,22,Finished,"Action, Adventure, Fantasy, Shounen","Ichimura, Hitoshi (Story & Art), Bandai-Namco (Story)",Comic Blade,"5,003",117,7.771,18462,2029,"May  28, 2005 to Jan  30, 2007"
1446,Tales of Symphonia,https://myanimelist.net/manga/1255/Tales_of_Symphonia,18,159,Finished,"Action, Comedy, Mystery, Shounen, Supernatural","Nishi, Yoshiyuki (Story & Art)",Shounen Jump (Weekly),"3,190",120,7.771,18472,3177,"Nov  29, 2004 to Mar  3, 2008"
1447,Muhyo to Rouji no Mahouritsu Soudan Jimusho,https://myanimelist.net/manga/1925/Muhyo_to_Rouji_no_Mahouritsu_Soudan_Jimusho,Unknown,Unknown,Publishing,"Comedy, Slice of Life, Seinen","Sakuraba, Coharu (Story & Art)",Young Magazine (Weekly),"5,185",121,7.771,18482,1964,"Nov  5, 2004 to ?"
1448,Minami-ke,https://myanimelist.net/manga/2629/Minami-ke,15,167,Finished,"Drama, Slice of Life, Seinen","Kitagawa, Shou (Story & Art)",Young Jump,"1,635",16,7.771,18492,5918,1994 to 1999
1449,Hotman,https://myanimelist.net/manga/3608/Hotman,Unknown,Unknown,Publishing,"Comedy, Drama, Romance, School, Shoujo","Fujikata, Mayu (Story & Art)",LaLa,"6,082",84,7.771,18502,1637,"Oct  8, 2005 to ?"
1450,Ah! Itoshi no Banchou-sama,https://myanimelist.net/manga/4471/Ah_Itoshi_no_Banchou-sama,27,Unknown,Finished,"Action, Ecchi, Martial Arts, Shounen","Hiruta, Tatsuya (Story & Art)",Shounen Magazine (Weekly),276,5,7.771,18512,17879,"Aug  24, 1994 to Jan  17, 2001"
1451,Shin Koutarou Makaritooru! Juudouhen,https://myanimelist.net/manga/8756/Shin_Koutarou_Makaritooru_Juudouhen,1,5,Finished,"Romance, School, Sci-Fi, Shounen, Slice of Life","Tsutsui, Yasutaka (Story), Kotone, Ranmaru (Art)",Shounen Ace,"4,665",52,7.771,18522,2180,"Apr  26, 2006 to Jul  26, 2006"
1452,Toki wo Kakeru Shoujo: Tokikake,https://myanimelist.net/manga/9256/Toki_wo_Kakeru_Shoujo__Tokikake,17,168,Finished,"Mystery, Drama, Psychological, Seinen","Mori, Kouji (Story & Art)",Young Animal,"17,645",319,7.771,18532,456,"Nov  14, 2008 to Aug  26, 2016"
1453,Jisatsutou,https://myanimelist.net/manga/11434/Jisatsutou,3,18,Finished,"Romance, School, Shoujo, Sports","Chiba, Kozue (Story & Art)",Sho-Comi,"7,477",59,7.771,18542,1296,"Oct  16, 2008 to 2009"
1454,Hitoribocchi wa Samishikute,https://myanimelist.net/manga/13837/Hitoribocchi_wa_Samishikute,Unknown,Unknown,Publishing,"Comedy, Romance, School, Harem, Seinen","Fujiwara, Sato (Story & Art)",Comic Meteor,"7,989",90,7.771,18552,1209,"Aug  10, 2007 to ?"
1455,Nyan Koi!,https://myanimelist.net/manga/15469/Nyan_Koi,17,101,Finished,"Action, Drama, Mecha, Sci-Fi, Military","Mashima, Azusa (Art), Age (Story)",Dengeki Daioh,"2,281",59,7.771,18562,4361,"Aug  21, 2007 to Apr  27, 2017"
1456,Muv-Luv Alternative,https://myanimelist.net/manga/17365/Muv-Luv_Alternative,10,90,Finished,"Action, Adventure, Fantasy, Super Power, Supernatural, Seinen","Maeshima, Shigeki (Art), Yamagata, Ishio (Story)",    None,443,3,7.771,18572,14296,"Sep  22, 2005 to Jan  22, 2010"
1457,Tatakau Shisho Series,https://myanimelist.net/manga/19108/Tatakau_Shisho_Series,6,42,Finished,"Drama, Slice of Life, Josei","Torino, Shino (Story & Art)",Feel Young,"1,340",24,7.771,18582,6981,"Sep  8, 2008 to Dec  7, 2013"
1458,Ohana Holoholo,https://myanimelist.net/manga/24801/Ohana_Holoholo,10,56,Finished,"Comedy, Romance, Shoujo","Murata, Mayu (Story & Art)",Ribon Magazine,"6,996",71,7.771,18592,1400,"Dec  28, 2010 to Jul  3, 2014"
1459,Nagareboshi Lens,https://myanimelist.net/manga/24877/Nagareboshi_Lens,6,34,Finished,"Romance, School, Shoujo","Yamamori, Mika (Story & Art)",Margaret,"3,625",25,7.771,18602,2814,2008 to 2011
1460,Sugars,https://myanimelist.net/manga/25229/Sugars,1,4,Finished,"Drama, Romance, School, Shoujo, Supernatural","Ichinose, Kaoru (Story & Art)",Kuro LaLa,"4,912",20,7.771,18612,2073,"Aug  9, 2008 to Feb  24, 2012"
1461,Kamisama no Sonata,https://myanimelist.net/manga/30055/Kamisama_no_Sonata,1,5,Finished,"Comedy, Game, Romance, Sci-Fi","Iwai, Kyohei (Story)",    None,763,13,7.771,18622,10446,"Jul  25, 2009"
1462,Summer Wars,https://myanimelist.net/manga/33357/Summer_Wars,4,44,Finished,"Drama, Seinen","Yoon, In-Wan (Story), Kim, Sun-hee (Art)",Sunday Gene-X,598,8,7.771,18632,12071,"Apr  19, 2010 to Mar  19, 2012"
1463,Westwood Vibrato,https://myanimelist.net/manga/34247/Westwood_Vibrato,Unknown,1,Finished,"Romance, School, Shoujo, Gender Bender","Nakajo, Hisaya (Story & Art)",Hana to Yume,"1,040",1,7.771,18642,8437,"Nov  20, 2004"
1464,Hanazakari no Kimitachi e: Special-hen,https://myanimelist.net/manga/36135/Hanazakari_no_Kimitachi_e__Special-hen,1,Unknown,Finished,"Action, Mystery, Drama, Horror, Vampire, Supernatural",CLAMP (Story),    None,487,5,7.771,18652,13620,"Jun  2, 2012"
1465,Blood-C: The Last Dark,https://myanimelist.net/manga/37473/Blood-C__The_Last_Dark,Unknown,Unknown,Publishing,"Action, Comedy, Mystery, School, Psychological",    None,    None,950,12,7.771,18662,8982,"Oct  25, 2012 to ?"
1466,Super Danganronpa 2: Sayonara Zetsubou Gakuen - 4-koma KINGS,https://myanimelist.net/manga/44243/Super_Danganronpa_2__Sayonara_Zetsubou_Gakuen_-_4-koma_KINGS,5,23,Finished,"Comedy, Romance, School, Harem","Itsuki, Sayaka (Art), Kasukabe, Takeru (Story)",Famitsu Comic Clear,"1,130",5,7.771,18672,7961,"Feb  1, 2013 to May  1, 2015"
1467,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama shiteiru",https://myanimelist.net/manga/54593/Ore_no_Nounai_Sentakushi_ga_Gakuen_Love_Comedy_wo_Zenryoku_de_Jama_shiteiru,1,6,Finished,"Comedy, Romance, Shoujo","Minami, Maki (Story & Art)",The Hana to Yume,"2,229",12,7.771,18682,4469,"Jun  25, 2011 to Dec  25, 2012"
1468,Special A: Jougai Rantou,https://myanimelist.net/manga/58745/Special_A__Jougai_Rantou,1,16,Finished,"Comedy, Shoujo",    None,    None,840,3,7.761,19132,9800,"Jun  25, 2013"
1469,Karneval Anthology,https://myanimelist.net/manga/59379/Karneval_Anthology,6,46,Finished,"Comedy, Ecchi, Romance, School, Harem, Psychological","Namanie (Art), Mizushiro, Mizuki (Story)",    None,"5,673",140,7.771,18692,1782,"Feb  28, 2013 to Aug  30, 2014"
1470,Psycome,https://myanimelist.net/manga/61057/Psycome,4,10,Finished,"Mystery, Supernatural, Psychological, Seinen","Shimizu, Aki (Art), Kyougoku, Natsuhiko (Story)",Comic Kwai,892,15,7.771,18702,9379,"Jan  30, 2013 to Dec  10, 2014"
1471,Ubume no Natsu,https://myanimelist.net/manga/70179/Ubume_no_Natsu,10,Unknown,Finished,"Adventure, Fantasy, Magic","Fuse, Ryuuta (Art), Abe, Masayuki (Story)",    None,"1,293",10,7.771,18712,7188,"Mar  22, 2013 to Jun  21, 2018"
1472,Tsuyokute New Saga,https://myanimelist.net/manga/74287/Tsuyokute_New_Saga,Unknown,Unknown,Publishing,"Action, Comedy, Fantasy, School","Ishie, Hachi (Story & Art)",Kurofune Zero,256,6,7.771,18722,18459,"Jan  30, 2014 to ?"
1473,Rojiura Brothers,https://myanimelist.net/manga/77221/Rojiura_Brothers,Unknown,Unknown,Publishing,"Sci-Fi, Psychological","Minato, Fumi (Art), Itou, Keikaku (Story)",Newtype,903,14,7.751,19632,9304,"Apr  10, 2015 to ?"
1474,Harmony,https://myanimelist.net/manga/87122/Harmony,3,19,Finished,"Comedy, Shoujo Ai, Seinen","Morinaga, Milk (Story & Art)",Monthly Action,"2,862",43,7.771,18742,3573,"Apr  22, 2015 to Nov  25, 2016"
1475,Hana to Hina wa Houkago,https://myanimelist.net/manga/87625/Hana_to_Hina_wa_Houkago,1,16,Finished,"Action, Drama, Martial Arts, Sports","Taketomi, Tomo (Story & Art)",    None,88,2,7.771,18752,27696,"Feb  19, 2007"
1476,Evil Heart: Ki-hen,https://myanimelist.net/manga/88477/Evil_Heart__Ki-hen,Unknown,Unknown,Publishing,"Fantasy, Shoujo Ai, Slice of Life, Seinen","Amano, Sakuya (Story & Art)",Comic Birz,"1,297",20,7.771,18762,7175,"Dec  29, 2014 to ?"
1477,Konohana Kitan,https://myanimelist.net/manga/93399/Konohana_Kitan,3,27,Finished,"Mystery, Seinen","Hattori, Mitsuru (Art), Nisio, Isin (Story)",Young Magazine (Weekly),"5,682",130,7.771,18772,1778,"Nov  30, 2015 to Aug  29, 2016"
1478,Shoujo Fujuubun,https://myanimelist.net/manga/94396/Shoujo_Fujuubun,1,35,Finished,"Comedy, Slice of Life",Waroo (Story & Art),    None,345,4,7.771,18782,16175,"Dec  21, 2009"
1479,Smile Brush,https://myanimelist.net/manga/94413/Smile_Brush,2,16,Finished,"Drama, Music, School","Hami (Art), Takeda, Ayano (Story)",Kono Manga ga Sugoi! Web,454,2,7.771,18792,14124,"Jan  15, 2016 to Sep  16, 2016"
1480,Hibike! Euphonium: Kitauji Koukou Suisougaku-bu no Ichiban Atsui Natsu,https://myanimelist.net/manga/96125/Hibike_Euphonium__Kitauji_Koukou_Suisougaku-bu_no_Ichiban_Atsui_Natsu,Unknown,Unknown,Publishing,"Comedy, Romance, School, Shounen, Harem","Tsutsui, Taishi (Story & Art)",Shounen Jump (Weekly),"31,297","1,129",7.771,18802,230,"Feb  6, 2017 to ?"
1481,Bokutachi wa Benkyou ga Dekinai,https://myanimelist.net/manga/103890/Bokutachi_wa_Benkyou_ga_Dekinai,1,8,Finished,"Romance, Shounen Ai",itz (Story & Art),    None,"1,965",24,7.771,18812,5023,Sep 2015 to Mar 2016
1482,Yukidoke no Koi,https://myanimelist.net/manga/103909/Yukidoke_no_Koi,Unknown,Unknown,Publishing,"School, Seinen","Yumeka, Sumomo (Story & Art)",Comic Zenon,453,5,7.791,17802,14153,"Mar  24, 2018 to ?"
1483,Okashiratsuki.,https://myanimelist.net/manga/113516/Okashiratsuki,Unknown,Unknown,Publishing,"Comedy, School, Shoujo Ai",Kinniku☆Tarou (Story & Art),Ganma!,734,23,7.751,19782,10701,"Oct  30, 2017 to ?"
1484,Hino-san no Baka,https://myanimelist.net/manga/113912/Hino-san_no_Baka,15,131,Finished,"Drama, Ecchi, Romance, Sci-Fi, Shounen, Supernatural","Katsura, Masakazu (Story & Art)",Shounen Jump (Weekly),"10,462",473,7.761,18822,889,"Nov  21, 1989 to Sep 1992"
